date,HUFL,HULL,MUFL,MULL,LUFL,LULL,OT,hour,is_peak_hour,is_night,dayofweek,month,OT_lag1,OT_lag2,OT_lag3,OT_roll_mean_3,OT_roll_mean_6,OT_roll_mean_12,is_summer,is_winter,monthly_temp_anomaly
2016-07-01 00:00:00,0.6155987153152651,0.4549428338960728,0.6289801782556677,0.4675096790343303,0.5565764992684863,0.6137650103979538,0.6910176320171663,0,0,1,4,7,,,,,,,1,0,0.06210902928077944
2016-07-01 01:00:00,0.6127076623320401,0.4594485440930541,0.6264583183018757,0.4648782915086286,0.550278763400676,0.6207833526509776,0.6362329675922095,1,0,1,4,7,0.6910176320171663,,,,,,1,0,0.007324364855822663
2016-07-01 02:00:00,0.6011434812623875,0.43691996905785485,0.6214381682817476,0.4596886117653685,0.5125954840430011,0.5861444585547602,0.6362329675922095,2,0,1,4,7,0.6362329675922095,0.6910176320171663,,0.6544945224005284,,,1,0,0.007324364855822663
2016-07-01 03:00:00,0.5996979599146495,0.45043711568232725,0.6214381682817476,0.46231999929107026,0.5156927348227905,0.599954734476357,0.5814682574604971,3,0,1,4,7,0.6362329675922095,0.6362329675922095,0.6910176320171663,0.617978064214972,,,1,0,-0.047440345275889695
2016-07-01 04:00:00,0.6054800453056013,0.45043711568232725,0.6264583183018757,0.4675096790343303,0.521990495305362,0.599954734476357,0.5196557975809077,4,0,1,4,7,0.5814682574604971,0.6362329675922095,0.6362329675922095,0.5791190075445382,,,1,0,-0.10925280515547908
2016-07-01 05:00:00,0.6112621409843022,0.46395425429003523,0.6273067949156249,0.47269935659921736,0.5408837521383151,0.6207833526509776,0.5042026826110102,5,0,1,4,7,0.5196557975809077,0.5814682574604971,0.6362329675922095,0.535108912550805,0.5948017174756667,,1,0,-0.12470592012537662
2016-07-01 06:00:00,0.6445091731332714,0.5180228568214537,0.6415423410593339,0.4908997811763263,0.6415444886331372,0.731039178428047,0.5365064746921488,6,0,0,4,7,0.5042026826110102,0.5196557975809077,0.5814682574604971,0.5201216516280223,0.5690498579214972,,1,0,-0.09240212804423797
2016-07-01 07:00:00,0.6502912688119723,0.5405514398734172,0.6457375843531685,0.5091002057534353,0.6478422245009474,0.813900833957628,0.5435342320660694,7,0,0,4,7,0.5365064746921488,0.5042026826110102,0.5196557975809077,0.5280811297897429,0.5536000686671404,,1,0,-0.08537437067031739
2016-07-01 08:00:00,0.6098166196365642,0.5225285670184349,0.649084351033254,0.5194795608832093,0.42773072898658143,0.6345936285725744,0.5140455566415751,8,0,0,4,7,0.5435342320660694,0.5365064746921488,0.5042026826110102,0.5313620877999311,0.533235500175368,,1,0,-0.11486304609481168
2016-07-01 09:00:00,0.5881553419672513,0.49098856357250886,0.6365221910392058,0.4934580712155116,0.3993392511977973,0.6207833526509776,0.4297721787114119,9,0,0,4,7,0.5140455566415751,0.5435342320660694,0.5365064746921488,0.4957839891396855,0.5079528203838538,,1,0,-0.19913642402497495
2016-07-01 10:00:00,0.5968284803414281,0.49098856357250886,0.6381955743792486,0.49608945874121335,0.42773072898658143,0.6481774959097206,0.48034420241909237,10,0,0,4,7,0.4297721787114119,0.5140455566415751,0.5435342320660694,0.47472064592402646,0.5014008878568846,,1,0,-0.14856440031729445
2016-07-01 11:00:00,0.6141531939675272,0.49098856357250886,0.6432157272089949,0.49608945874121335,0.4780094800798768,0.6481774959097206,0.4831393267017803,11,0,0,4,7,0.48034420241909237,0.4297721787114119,0.5140455566415751,0.46441856927742814,0.4978903285386797,0.5463460230071732,1,0,-0.14576927603460654
2016-07-01 12:00:00,0.5910463949504764,0.49098856357250886,0.634000331085414,0.49608945874121335,0.4151352326361998,0.6551958381627444,0.464891087449195,12,0,0,4,7,0.4831393267017803,0.48034420241909237,0.4297721787114119,0.4761248721900226,0.485954430664854,0.5275021442931757,1,0,-0.16401751528719183
2016-07-01 13:00:00,0.5910463949504764,0.4999999839664713,0.6331754215495022,0.5246692384480963,0.44342350073151376,0.6757980477529144,0.45225308913594214,13,0,0,4,7,0.464891087449195,0.4831393267017803,0.48034420241909237,0.4667611677623058,0.4707409068431661,0.5121704877551533,1,0,-0.17665551360044468
2016-07-01 14:00:00,0.5996979599146495,0.5180228568214537,0.649084351033254,0.532417214765661,0.38684698915564697,0.6345936285725744,0.47189889052987133,14,0,0,4,7,0.45225308913594214,0.464891087449195,0.4831393267017803,0.4630143557050028,0.4637164624912155,0.4984759813332918,1,0,-0.1570097122065155
2016-07-01 15:00:00,0.5996979599146495,0.5315400034459261,0.6499092605691658,0.532417214765661,0.3899442399354365,0.6551958381627444,0.42695710013547966,15,1,0,4,7,0.47189889052987133,0.45225308913594214,0.464891087449195,0.45036969326709775,0.46324728272856014,0.48560005155620706,1,0,-0.20195150260090716
2016-07-01 16:00:00,0.5809277249408125,0.4819771271450176,0.6315020382094595,0.4908997811763263,0.3930414907152259,0.6481774959097206,0.47050132838852754,16,1,0,4,7,0.42695710013547966,0.47189889052987133,0.45225308913594214,0.4564524396846261,0.46160680372346596,0.4815038457901753,1,0,-0.15840727434785928
2016-07-01 17:00:00,0.5924919162982143,0.4774714169480364,0.6298286548694169,0.4857101036114393,0.44022299102873186,0.6481774959097206,0.4634735710146068,17,1,0,4,7,0.47050132838852754,0.42695710013547966,0.47189889052987133,0.4536439998462047,0.4583291777756037,0.4781097531571417,1,0,-0.16543503172178003
2016-07-01 18:00:00,0.6112621409843022,0.5135171466244725,0.650757737182915,0.5220378509223946,0.44022299102873186,0.6481774959097206,0.49437976287368934,18,0,0,4,7,0.4634735710146068,0.47050132838852754,0.42695710013547966,0.4761182207589412,0.4632439570130195,0.4745991938389367,1,0,-0.13452883986269748
2016-07-01 19:00:00,0.6083710982888263,0.5225285670184349,0.649084351033254,0.5220378509223946,0.43392525516092156,0.6619877718313175,0.4550482134186301,19,0,0,4,7,0.49437976287368934,0.4634735710146068,0.47050132838852754,0.47096718243564206,0.4637098110601341,0.4672253589516502,1,0,-0.17386038931775671
2016-07-01 20:00:00,0.6054800453056013,0.5225285670184349,0.649084351033254,0.5220378509223946,0.41823248341598923,0.6551958381627444,0.4381975363073887,20,0,0,4,7,0.4550482134186301,0.49437976287368934,0.4634735710146068,0.46254183753323613,0.4580929186897204,0.46090469059046796,1,0,-0.1907110664289981
2016-07-01 21:00:00,0.5996979599146495,0.5180228568214537,0.6474109705028295,0.5220378509223946,0.3993392511977973,0.6551958381627444,0.4410126529640332,21,0,0,4,7,0.4381975363073887,0.4550482134186301,0.49437976287368934,0.44475280089668395,0.46043551082781264,0.4618413967781863,1,0,-0.18789594977235363
2016-07-01 22:00:00,0.5939374376459523,0.5180228568214537,0.6432157272089949,0.5194795608832093,0.3930414907152259,0.6551958381627444,0.4410126529640332,22,0,0,4,7,0.4410126529640332,0.4381975363073887,0.4550482134186301,0.4400742807451517,0.4555207315903969,0.45856376765693146,1,0,-0.18789594977235363
2016-07-01 23:00:00,0.5896008736027384,0.5135171466244725,0.6415423410593339,0.5168481733575075,0.37734874358505477,0.6481774959097206,0.47613152362110406,23,0,0,4,7,0.4410126529640332,0.4410126529640332,0.4381975363073887,0.4527189431830568,0.45763039035814645,0.45797978406687506,1,0,-0.15277707911528277
2016-07-02 00:00:00,0.6025890026101254,0.5270342932489449,0.6549529804767495,0.5298589247264757,0.37425149280526526,0.6551958381627444,0.5028051204696661,0,0,1,5,7,0.47613152362110406,0.4410126529640332,0.4410126529640332,0.4733164323516011,0.4590346166241425,0.461139286818581,1,0,-0.12610348226672075
2016-07-02 01:00:00,0.6011434812623875,0.5225285670184349,0.6591246566927467,0.532417214765661,0.36475324723467306,0.6345936285725744,0.47471400718651585,1,0,1,5,7,0.5028051204696661,0.47613152362110406,0.4410126529640332,0.4845502170924287,0.46231224891879014,0.46301102998946214,1,0,-0.15419459554987097
2016-07-02 02:00:00,0.6011434812623875,0.5315400034459261,0.6591246566927467,0.5427965698954349,0.3584554867521017,0.6345936285725744,0.4817417645604365,2,0,1,5,7,0.47471400718651585,0.5028051204696661,0.47613152362110406,0.48642029740553944,0.4695696202942981,0.4638312694920092,1,0,-0.14716683817595033
2016-07-02 03:00:00,0.6011434812623875,0.5270342932489449,0.6599731333064959,0.5427965698954349,0.34906050010450196,0.6275752863195507,0.4957773630957456,3,0,1,5,7,0.4817417645604365,0.47471400718651585,0.5028051204696661,0.4840777116142327,0.47869707198291683,0.4695662914053647,1,0,-0.13313123964064122
2016-07-02 04:00:00,0.5881553419672513,0.5270342932489449,0.649084351033254,0.5427965698954349,0.34906050010450196,0.6275752863195507,0.5084153614089987,4,0,1,5,7,0.4957773630957456,0.4817417645604365,0.47471400718651585,0.4953114963550603,0.4899308567237444,0.47272579415707067,1,0,-0.12049324132738815
2016-07-02 05:00:00,0.6069255769410884,0.5405514398734172,0.6641683766003305,0.5584387000766124,0.37425149280526526,0.6413855622411475,0.5252859928134842,5,0,1,5,7,0.5084153614089987,0.4957773630957456,0.4817417645604365,0.5098262391060762,0.4981232682558078,0.4778768293069771,1,0,-0.10362260992290262
2016-07-02 06:00:00,0.6083710982888263,0.5405514398734172,0.650757737182915,0.5427965698954349,0.43082797976637094,0.6413855622411475,0.4859544433584249,6,0,0,5,7,0.5252859928134842,0.5084153614089987,0.4957773630957456,0.5065519325269693,0.4953148220706009,0.4771747193473718,1,0,-0.1429541593779619
2016-07-02 07:00:00,0.6112621409843022,0.5360457136429073,0.6499092605691658,0.5427965698954349,0.44022299102873186,0.6551958381627444,0.5028051204696661,7,0,0,5,7,0.4859544433584249,0.5252859928134842,0.5084153614089987,0.5046818522138584,0.4999966742844593,0.48115446160162473,1,0,-0.12610348226672075
2016-07-02 08:00:00,0.6098166196365642,0.5405514398734172,0.6524311233325758,0.5558073125509108,0.4245302438985606,0.6551958381627444,0.4929822007323454,8,0,0,5,7,0.5028051204696661,0.4859544433584249,0.5252859928134842,0.4939139215201455,0.5018700803131108,0.4857198503037044,1,0,-0.13592640200404144
2016-07-02 09:00:00,0.6025890026101254,0.5360457136429073,0.6516062137966641,0.5480593449468385,0.3993392511977973,0.6413855622411475,0.44804041033795383,9,0,0,5,7,0.4929822007323454,0.5028051204696661,0.4859544433584249,0.4812759105133218,0.4939139215201455,0.48630549675153123,1,0,-0.180868192398433
2016-07-02 10:00:00,0.7037540572825165,0.6531943230661776,0.7479082729321603,0.6753161263703142,0.43712574024894235,0.6619877718313175,0.4999900038130217,10,0,0,5,7,0.44804041033795383,0.4929822007323454,0.5028051204696661,0.48033753829444037,0.4925096952541494,0.49122027598894685,1,0,-0.1289185989233651
2016-07-02 11:00:00,0.744207133047921,0.6846671139593643,0.7839213864319714,0.618156558243056,0.5032004973954013,0.6896083236745112,0.46910376624718336,11,0,0,5,7,0.4999900038130217,0.44804041033795383,0.4929822007323454,0.47237806013271966,0.48314599082643256,0.4906346295411202,1,0,-0.15980483648920346
2016-07-02 12:00:00,0.6979719718915648,0.6531943230661776,0.750430130076334,0.5895767741794269,0.44342350073151376,0.7242472177707284,0.4971948795303339,12,0,0,5,7,0.46910376624718336,0.4999900038130217,0.44804041033795383,0.4887628831968464,0.48501939685508405,0.49016710946284253,1,0,-0.1317137232060529
2016-07-02 13:00:00,0.7138727170044312,0.7071956970113278,0.7671639690959975,0.6207879457687577,0.43082797976637094,0.7104369418491316,0.4845568812170808,13,0,0,5,7,0.4971948795303339,0.46910376624718336,0.4999900038130217,0.4836185089981994,0.4819780236463198,0.49098734896538954,1,0,-0.14435172151930603
2016-07-02 14:00:00,0.679180163507724,0.6351714822782529,0.7353461101284939,0.5817557178023304,0.4214329931187712,0.7448494543496439,0.5070177992676546,14,0,0,5,7,0.4845568812170808,0.4971948795303339,0.46910376624718336,0.4962565200050231,0.4843172900688713,0.4930936851909911,1,0,-0.12189080346873227
2016-07-02 15:00:00,0.7153182486399183,0.6666442411043818,0.7554502885253168,0.6129668719646768,0.4088374967683895,0.703418599596108,0.5210733140154957,15,1,0,5,7,0.5070177992676546,0.4845568812170808,0.4971948795303339,0.5042159981667437,0.496489440681795,0.4952016811009703,1,0,-0.1078352887208911
2016-07-02 16:00:00,0.7023085256470294,0.6441829026722153,0.7571236634365047,0.6285359133728301,0.4214329931187712,0.7104369418491316,0.49437976287368934,16,1,0,5,7,0.5210733140154957,0.5070177992676546,0.4845568812170808,0.5074902920522799,0.49555440052523964,0.49403204788969446,1,0,-0.13452883986269748
2016-07-02 17:00:00,0.7037540572825165,0.6441829026722153,0.7537769023756559,0.610335484438975,0.4560189970818954,0.703418599596108,0.5898935769757616,17,1,0,5,7,0.49437976287368934,0.5210733140154957,0.5070177992676546,0.5351155512883156,0.5156860356466694,0.4994160132365509,1,0,-0.03901502576062521
2016-07-02 18:00:00,0.7196548023953829,0.6351714822782529,0.7546018062923311,0.6129668719646768,0.4717117442120666,0.7172289025064502,0.5983189345717385,18,0,0,5,7,0.5898935769757616,0.49437976287368934,0.5210733140154957,0.5608640914737298,0.5325400448202368,0.5087797208376604,1,0,-0.030589668164648365
2016-07-02 19:00:00,0.7080906316134795,0.6126428992262892,0.7479082729321603,0.5661866763941771,0.44342350073151376,0.703418599596108,0.6376305297335535,19,0,0,5,7,0.5983189345717385,0.5898935769757616,0.49437976287368934,0.6086143470936846,0.5580523195729822,0.520015171609651,1,0,0.008721926997166674
2016-07-02 20:00:00,0.7051995683425053,0.5991257365682882,0.7462348867824994,0.5765660315239511,0.474808994991856,0.7104369418491316,0.6264100478548887,20,0,0,5,7,0.6376305297335535,0.5983189345717385,0.5898935769757616,0.6207865040533936,0.5779510276708546,0.5311341588698629,1,0,-0.002498554881498083
2016-07-02 21:00:00,0.6907443548651259,0.6036314467652693,0.7328242529843203,0.5895767741794269,0.4560189970818954,0.731039178428047,0.5252859928134842,21,0,0,5,7,0.6264100478548887,0.6376305297335535,0.5983189345717385,0.5964421901339755,0.5786531408038527,0.5375712907428238,1,0,-0.10362260992290262
2016-07-02 22:00:00,0.6936353975606018,0.6306657720812717,0.7554502885253168,0.5922081617051287,0.42773072898658143,0.731039178428047,0.5196557975809077,22,0,0,5,7,0.5252859928134842,0.6264100478548887,0.6376305297335535,0.5571172794164269,0.5828658132550557,0.5392101068901477,1,0,-0.10925280515547908
2016-07-02 23:00:00,0.6936353975606018,0.6081371890293081,0.7521035162259949,0.6207879457687577,0.3899442399354365,0.703418599596108,0.6264100478548887,23,0,0,5,7,0.5196557975809077,0.5252859928134842,0.6264100478548887,0.5571172794164269,0.5889518917349102,0.5523189636907898,1,0,-0.002498554881498083
2016-07-03 00:00:00,0.7138727170044312,0.6846671139593643,0.7705107413953193,0.6025875168349026,0.42773072898658143,0.6896083236745112,0.667139159451292,0,0,1,6,7,0.6264100478548887,0.5196557975809077,0.5252859928134842,0.6044016682956962,0.6004219292148357,0.5664809870175364,1,0,0.03823055671490516
2016-07-03 01:00:00,0.7008630145870407,0.671149951301363,0.7495816590818213,0.6415466560283059,0.3962420004180079,0.6896083236745112,0.6011140588544264,1,0,1,6,7,0.667139159451292,0.6264100478548887,0.5196557975809077,0.6315544220535357,0.5943358507349813,0.5761940851539817,1,0,-0.027794543881960454
2016-07-03 02:00:00,0.7138727170044312,0.6351714822782529,0.7638172080351486,0.5947664604578062,0.43082797976637094,0.731039178428047,0.5674127046319436,2,0,1,6,7,0.6011140588544264,0.667139159451292,0.6264100478548887,0.6118886409792207,0.5845029601978238,0.5812269939343392,1,0,-0.061495898104443225
2016-07-03 03:00:00,0.7008630145870407,0.5991257365682882,0.7521035162259949,0.5791974190496528,0.3836465040676262,0.6896083236745112,0.6095394164504031,3,0,1,6,7,0.5674127046319436,0.6011140588544264,0.667139159451292,0.592688726645591,0.5985451974706436,0.5885991691372481,1,0,-0.01936918628598372
2016-07-03 04:00:00,0.7211003340308701,0.6396771924752341,0.7646656790296612,0.638915268502604,0.3962420004180079,0.7172289025064502,0.5997164967130824,4,0,1,6,7,0.6095394164504031,0.5674127046319436,0.6011140588544264,0.5922228725984764,0.611888647326006,0.5973772302905309,1,0,-0.029192106023304465
2016-07-03 05:00:00,0.7124271853689441,0.6351714822782529,0.7654905829463365,0.6129668719646768,0.4245302438985606,0.731039178428047,0.5618024636926113,5,0,1,6,7,0.5997164967130824,0.6095394164504031,0.5674127046319436,0.5903527922853656,0.601120716632293,0.5950363041836016,1,0,-0.06710613904377549
2016-07-03 06:00:00,0.7615534097962746,0.671149951301363,0.7956586228420165,0.5947664604578062,0.5062977481751908,0.7516413880182169,0.5870784983998294,6,0,0,6,7,0.5618024636926113,0.5997164967130824,0.6095394164504031,0.582865819601841,0.5877772731237161,0.594099601169276,1,0,-0.04183010433655743
2016-07-03 07:00:00,0.7297734826927961,0.6306657720812717,0.7772278418333276,0.6415466560283059,0.49690273691282993,0.7448494543496439,0.5533771060966345,7,0,0,6,7,0.5870784983998294,0.5618024636926113,0.5997164967130824,0.5674193560630251,0.5798211143307507,0.587078482532866,1,0,-0.07553149663975234
2016-07-03 08:00:00,0.7196548023953829,0.6171486094232705,0.7571236634365047,0.5817557178023304,0.4937022518248091,0.7448494543496439,0.608141816228347,8,0,0,6,7,0.5533771060966345,0.5870784983998294,0.5618024636926113,0.5828658069082703,0.586609299596818,0.5855561298973209,1,0,-0.02076678650803987
2016-07-03 09:00:00,0.7066450999779924,0.6036314467652693,0.7428881257216504,0.5558073125509108,0.5032004973954013,0.7516413880182169,0.6278076099962328,9,0,0,6,7,0.608141816228347,0.5533771060966345,0.5870784983998294,0.5964421774404047,0.5896539985211229,0.5940995979958832,1,0,-0.001100992740154072
2016-07-03 10:00:00,0.7427616014124339,0.6621385309074008,0.7772278418333276,0.6207879457687577,0.4906049764302585,0.731039178428047,0.6418432085315419,10,0,0,6,7,0.6278076099962328,0.608141816228347,0.5533771060966345,0.6259308782520406,0.5966751171575327,0.6042818822417694,1,0,0.01293460579515504
2016-07-03 11:00:00,0.7514347500743597,0.6801613716953254,0.7813995180493247,0.6155251707173542,0.5440842126115747,0.7448494543496439,0.6699343218146923,11,0,0,6,7,0.6418432085315419,0.6278076099962328,0.608141816228347,0.6465283801141557,0.6146970935112129,0.6079089050717531,1,0,0.041025719078305434
2016-07-03 12:00:00,0.7051995683425053,0.6576327886433618,0.7529284201426701,0.6207879457687577,0.4623167329497058,0.731039178428047,0.6165671738243238,12,0,0,6,7,0.6699343218146923,0.6418432085315419,0.6278076099962328,0.6427815680568526,0.6196118727486287,0.6036945729361723,1,0,-0.012341428912063024
2016-07-03 13:00:00,0.6892988232296388,0.6531943230661776,0.7395413534223285,0.6259776320471371,0.4465207515113032,0.7378311120966201,0.6797771958452572,13,0,0,6,7,0.6165671738243238,0.6699343218146923,0.6418432085315419,0.6554262304947577,0.6406785543733992,0.6102498343520749,1,0,0.050868593108870375
